rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,gps_Date,gps_Time,gps_Lat,gps_Long,gps_Alt,gps_SIV,gps_FixType,gps_GroundSpeed,gps_Heading,gps_pDOP,pressure_Pa,humidity_%,altitude_m,temp_degC,output_Hz,
01/01/2000,01:00:01.00,-1009.77,1.46,19.04,2.22,0.43,4.24,260.55,-486.0,-683.10,24.34,09/30/2022,13:24:34.000,624546060,173907257,29251,16,3,22,27526250,158,100927.16,41.83,33.63,17.18,9.770,
01/01/2000,01:00:01.10,-995.12,-19.04,18.55,0.41,-1.11,2.01,261.15,-485.85,-681.75,24.34,09/30/2022,13:24:34.200,624546060,173907257,29265,16,3,36,27526250,158,100921.91,42.14,33.61,17.19,9.770,
01/01/2000,01:00:01.21,-1005.37,-23.93,16.11,-0.06,-1.88,2.01,259.65,-486.30,-679.95,24.15,09/30/2022,13:24:34.300,624546061,173907256,29263,16,3,30,27526250,158,100918.07,41.66,33.24,17.19,9.770,
01/01/2000,01:00:01.31,-991.70,-11.23,16.60,-0.28,-1.50,4.32,261.75,-485.70,-681.15,24.10,09/30/2022,13:24:34.400,624546061,173907256,29279,16,3,9,27526250,158,100931.0,41.82,32.85,17.19,9.770,
01/01/2000,01:00:01.41,-1012.21,-9.28,12.70,2.25,-2.42,-1.11,260.40,-487.05,-683.25,24.10,09/30/2022,13:24:34.500,624546062,173907256,29271,16,3,19,27526250,158,100922.75,41.75,33.54,17.19,9.770,
01/01/2000,01:00:01.51,-1016.60,-21.97,21.00,-1.60,-1.26,-0.74,260.55,-485.70,-682.65,24.00,09/30/2022,13:24:34.600,624546062,173907256,29279,16,3,29,27526250,158,100926.33,41.85,33.24,17.18,9.770,
01/01/2000,01:00:01.61,-1004.39,-15.14,22.46,-0.59,2.08,1.31,260.40,-486.60,-682.20,24.10,09/30/2022,13:24:34.700,624546063,173907256,29296,16,3,6,27526250,158,100916.41,41.93,33.61,17.19,9.771,
01/01/2000,01:00:01.71,-1007.32,-13.18,5.86,-1.20,-1.79,1.65,262.05,-485.70,-681.60,24.34,09/30/2022,13:24:34.800,624546063,173907256,29286,16,3,18,27526250,158,100925.50,41.92,33.31,17.19,9.771,
01/01/2000,01:00:01.81,-1009.28,-7.32,10.25,-0.15,-1.21,-3.0,260.40,-485.85,-682.20,24.39,09/30/2022,13:24:34.900,624546063,173907256,29295,16,3,33,27526250,158,100917.23,41.98,34.00,17.18,9.770,
01/01/2000,01:00:01.91,-1007.32,-10.74,12.21,0.76,0.19,-0.01,260.10,-485.85,-683.25,24.15,09/30/2022,13:24:35.000,624546064,173907256,29296,16,3,22,27526250,158,100923.84,42.08,33.45,17.18,9.770,
01/01/2000,01:00:02.01,-1004.39,-9.77,17.58,1.51,0.61,-0.45,260.40,-485.55,-683.25,24.29,09/30/2022,13:24:35.100,624546064,173907255,29295,16,3,16,27526250,158,100916.41,41.83,34.07,17.18,9.771,
01/01/2000,01:00:02.11,-1008.30,-4.88,-1.46,2.50,-2.16,1.11,259.35,-485.55,-682.20,24.15,09/30/2022,13:24:35.200,624546065,173907255,29318,16,3,4,27526250,158,100924.66,41.80,33.38,17.18,9.771,
01/01/2000,01:00:02.21,-1002.93,-21.48,17.09,0.47,-1.50,1.13,259.80,-484.95,-683.10,23.86,09/30/2022,13:24:35.300,624546065,173907255,29310,16,3,12,27526250,158,100927.42,41.78,33.15,17.18,9.771,
01/01/2000,01:00:02.31,-1008.79,0.49,19.53,-1.38,0.61,-1.69,260.55,-486.0,-681.15,24.29,09/30/2022,13:24:35.400,624546066,173907254,29323,16,3,11,27526250,158,100919.16,42.11,33.84,17.18,9.771,
01/01/2000,01:00:02.41,-1000.98,-12.70,3.91,0.51,0.99,-1.13,260.55,-485.25,-683.10,24.10,09/30/2022,13:24:35.500,624546066,173907254,29322,16,3,17,27526250,158,100924.66,41.78,33.84,17.18,9.771,
01/01/2000,01:00:02.51,-1003.42,-11.72,-0.98,-0.61,-1.66,-0.72,260.10,-485.55,-682.20,24.10,09/30/2022,13:24:35.600,624546066,173907254,29328,16,3,23,27526250,158,100921.91,41.88,33.61,17.18,9.771,
01/01/2000,01:00:02.61,-1014.65,-0.98,11.72,0.31,0.44,1.02,260.10,-485.10,-682.50,24.10,09/30/2022,13:24:35.700,624546067,173907254,29336,16,3,7,27526250,158,100927.42,41.80,33.15,17.19,9.771,
01/01/2000,01:00:02.71,-1006.84,-6.84,8.79,-1.12,-0.41,3.87,260.40,-486.60,-683.55,24.00,09/30/2022,13:24:35.800,624546067,173907254,29327,16,3,27,27526250,158,100922.75,42.06,33.54,17.19,9.771,
01/01/2000,01:00:02.81,-1000.98,-16.11,24.41,2.02,-1.34,0.34,261.60,-485.85,-683.25,24.29,09/30/2022,13:24:35.900,624546068,173907253,29344,16,3,21,27526250,158,100922.75,41.73,33.31,17.18,9.771,
01/01/2000,01:00:02.91,-1004.88,-11.72,12.21,-0.03,0.43,-1.70,261.15,-485.85,-682.95,24.20,09/30/2022,13:24:36.000,624546068,173907253,29350,16,3,45,27526250,152,100924.66,41.86,33.61,17.19,9.771,
01/01/2000,01:00:03.01,-1015.14,-18.07,13.67,2.42,-3.31,1.27,261.15,-486.30,-682.50,24.10,09/30/2022,13:24:36.100,624546069,173907253,29359,16,3,18,27526250,158,100931.84,41.88,32.78,17.18,9.771,
01/01/2000,01:00:03.11,-1019.53,-14.16,13.18,-0.22,-2.33,0.86,261.30,-484.05,-682.35,23.96,09/30/2022,13:24:36.200,624546069,173907253,29361,16,3,25,27526250,158,100921.91,41.88,33.61,17.19,9.771,
01/01/2000,01:00:03.21,-1004.88,-3.42,9.28,-0.77,2.02,2.63,260.85,-486.60,-682.50,24.20,09/30/2022,13:24:36.300,624546069,173907253,29372,16,3,39,27526250,158,100922.75,42.05,33.54,17.18,9.771,
01/01/2000,01:00:03.31,-1001.46,0.49,15.14,1.13,-1.19,0.77,258.30,-487.65,-681.60,23.67,09/30/2022,13:24:36.400,624546070,173907252,29387,16,3,18,27526250,152,100924.66,41.84,33.15,17.19,9.771,
01/01/2000,01:00:03.41,-985.84,-26.37,13.67,1.76,0.49,1.50,261.0,-486.0,-680.85,24.10,09/30/2022,13:24:36.500,624546070,173907252,29388,16,3,57,27526250,152,100926.33,41.55,33.24,17.19,9.771,
01/01/2000,01:00:03.51,-997.56,-18.07,3.42,0.55,-1.10,-0.35,261.15,-487.35,-681.75,24.29,09/30/2022,13:24:36.600,624546071,173907252,29401,16,3,19,27526250,152,100922.75,41.99,33.54,17.19,9.771,
01/01/2000,01:00:03.61,-1011.72,0.0,9.77,1.80,1.27,2.50,261.15,-486.30,-681.75,24.20,09/30/2022,13:24:36.700,624546071,173907253,29410,16,3,21,27526250,152,100926.33,41.63,33.24,17.19,9.771,
01/01/2000,01:00:03.71,-1012.70,-8.79,3.91,-1.15,-0.36,-1.76,260.40,-484.35,-682.95,24.20,09/30/2022,13:24:36.800,624546072,173907252,29418,16,3,26,27526250,152,100926.33,41.68,33.01,17.19,9.771,
01/01/2000,01:00:03.81,-1005.37,-3.91,8.30,0.47,-0.97,-4.57,258.75,-486.0,-680.85,24.20,09/30/2022,13:24:36.900,624546072,173907252,29434,16,3,16,27526250,158,100929.08,41.96,33.01,17.18,9.771,
01/01/2000,01:00:03.91,-997.07,-5.86,11.72,-0.71,-5.57,-0.21,261.90,-486.60,-682.50,23.76,09/30/2022,13:24:37.000,624546072,173907252,29427,16,3,36,27526250,158,100927.42,41.87,33.15,17.18,9.771,
01/01/2000,01:00:04.01,-1012.70,-18.55,18.55,-0.15,2.46,0.67,260.25,-486.45,-681.90,23.81,09/30/2022,13:24:37.100,624546073,173907252,29446,16,3,8,27526250,158,100924.66,42.16,33.38,17.18,9.771,
01/01/2000,01:00:04.11,-1004.39,-9.28,10.74,-1.45,0.98,-0.96,260.40,-486.30,-682.95,23.96,09/30/2022,13:24:37.300,624546074,173907252,29456,16,3,10,27526250,158,100921.91,41.86,33.84,17.19,9.771,
01/01/2000,01:00:04.21,-1018.07,-14.65,3.91,1.48,0.85,-0.90,261.30,-486.45,-681.90,23.96,09/30/2022,13:24:37.400,624546074,173907252,29468,16,3,10,27526250,158,100923.58,41.88,33.47,17.19,9.771,
01/01/2000,01:00:04.31,-1010.74,0.49,12.21,1.12,-1.56,0.01,259.65,-484.65,-681.75,24.10,09/30/2022,13:24:37.500,624546075,173907252,29469,16,3,16,27526250,158,100934.59,41.95,32.55,17.18,9.771,
01/01/2000,01:00:04.41,-1009.77,-5.86,20.51,1.38,-1.76,3.01,259.35,-486.30,-682.20,24.15,09/30/2022,13:24:37.600,624546076,173907252,29486,16,3,10,27526250,158,100921.91,41.82,33.61,17.18,9.771,
01/01/2000,01:00:04.51,-1010.25,-10.74,12.21,2.47,1.43,-0.87,261.0,-485.25,-681.60,24.20,09/30/2022,13:24:37.700,624546076,173907252,29500,16,3,17,27526250,158,100924.66,42.22,33.15,17.18,9.771,
01/01/2000,01:00:04.61,-1008.30,-8.30,4.39,0.27,-2.83,-1.53,259.35,-485.85,-683.25,24.29,09/30/2022,13:24:37.800,624546077,173907253,29493,16,3,33,27526250,158,100924.66,41.94,33.38,17.17,9.771,
01/01/2000,01:00:04.71,-1000.49,-11.72,12.70,0.02,-2.47,0.82,261.0,-484.95,-682.35,24.29,09/30/2022,13:24:37.900,624546078,173907252,29510,16,3,32,27526250,158,100925.76,42.01,33.29,17.18,9.771,
01/01/2000,01:00:04.81,-1002.44,-4.88,8.79,1.34,-1.24,-1.13,259.80,-485.25,-682.65,23.86,09/30/2022,13:24:38.000,624546078,173907252,29518,16,3,14,27526250,144,100926.59,42.08,33.22,17.18,9.771,
01/01/2000,01:00:04.91,-1003.42,0.98,11.23,0.04,0.41,0.16,260.85,-485.85,-681.75,23.86,09/30/2022,13:24:38.100,624546079,173907253,29525,16,3,34,27526250,144,100921.91,41.84,33.15,17.18,9.771,
01/01/2000,01:00:05.01,-1005.86,-5.37,8.79,2.24,-3.50,-0.40,259.80,-486.0,-681.60,24.20,09/30/2022,13:24:38.200,624546080,173907253,29533,16,3,7,27526250,158,100930.17,41.99,32.92,17.18,9.771,
01/01/2000,01:00:05.11,-1000.0,-2.93,16.11,-0.39,-3.82,-1.44,261.60,-486.30,-681.75,24.29,09/30/2022,13:24:38.300,624546081,173907253,29551,16,3,8,27526250,158,100924.66,42.03,33.38,17.18,9.771,
01/01/2000,01:00:05.21,-1003.91,-10.74,14.16,-0.34,1.44,0.18,260.40,-486.30,-681.0,24.34,09/30/2022,13:24:38.400,624546082,173907253,29559,16,3,10,27526250,144,100924.66,41.88,33.38,17.18,9.771,
01/01/2000,01:00:05.31,-1004.88,0.98,15.14,0.87,1.02,0.54,259.05,-486.0,-682.65,24.20,09/30/2022,13:24:38.500,624546082,173907253,29568,16,3,12,27526250,158,100927.42,41.97,33.15,17.18,9.771,
01/01/2000,01:00:05.41,-1006.35,-9.77,10.74,-0.56,-0.86,-1.90,261.60,-484.35,-682.95,24.20,09/30/2022,13:24:38.600,624546083,173907253,29587,16,3,21,27526250,158,100918.33,41.95,33.22,17.18,9.771,
01/01/2000,01:00:05.51,-1004.88,-7.81,4.39,0.90,-3.24,-0.16,261.60,-485.85,-682.50,24.29,09/30/2022,13:24:38.700,624546084,173907253,29608,16,3,5,27526250,152,100927.42,41.95,33.15,17.17,9.771,
01/01/2000,01:00:05.61,-995.61,-6.84,2.93,0.57,-0.59,3.41,260.85,-485.10,-681.0,24.29,09/30/2022,13:24:38.800,624546085,173907252,29627,16,3,32,27526250,152,100920.25,41.78,33.75,17.18,9.771,
01/01/2000,01:00:05.71,-1006.84,1.46,4.88,2.47,-1.59,1.32,260.25,-485.25,-683.10,24.20,09/30/2022,13:24:38.900,624546086,173907252,29642,16,3,33,27526250,152,100921.08,41.98,32.99,17.18,9.771,
01/01/2000,01:00:05.81,-992.68,-11.72,13.67,2.45,-2.65,3.21,260.85,-485.85,-681.75,24.10,09/30/2022,13:24:39.000,624546087,173907252,29661,16,3,24,27526250,152,100926.59,41.78,33.22,17.18,9.771,
01/01/2000,01:00:05.91,-1008.79,-3.42,25.88,0.50,-1.97,0.32,259.80,-485.70,-681.60,24.20,09/30/2022,13:24:39.100,624546088,173907252,29679,16,3,23,27526250,158,100927.42,41.79,33.15,17.17,9.771,
01/01/2000,01:00:06.01,-1000.98,-15.63,7.81,0.74,2.65,-1.37,260.55,-486.45,-680.55,24.00,09/30/2022,13:24:39.200,624546088,173907252,29687,16,3,18,27526250,158,100923.0,41.63,33.52,17.18,9.771,
01/01/2000,01:00:06.11,-1002.93,-12.70,7.32,1.06,-4.41,0.07,261.75,-486.90,-682.65,24.20,09/30/2022,13:24:39.300,624546089,173907252,29703,16,3,16,27526250,158,100926.59,42.05,33.22,17.18,9.771,
01/01/2000,01:00:06.21,-1005.37,-17.58,4.88,-0.44,0.69,0.10,260.85,-485.55,-681.75,24.20,09/30/2022,13:24:39.400,624546090,173907252,29719,16,3,6,27526250,158,100923.84,42.05,33.45,17.18,9.771,
01/01/2000,01:00:06.31,-1008.30,-19.04,11.72,0.15,-1.84,1.28,260.10,-485.85,-681.75,24.20,09/30/2022,13:24:39.500,624546091,173907252,29728,16,3,16,27526250,158,100926.59,41.67,33.22,17.17,9.771,
01/01/2000,01:00:06.41,-1001.95,-5.86,5.86,-0.26,0.95,-1.59,261.0,-486.45,-681.15,24.29,09/30/2022,13:24:39.600,624546092,173907252,29753,16,3,31,27526250,158,100923.0,41.84,33.52,17.18,9.771,
01/01/2000,01:00:06.51,-1008.30,-7.32,11.72,2.33,-4.21,-0.95,261.0,-487.20,-681.90,24.10,09/30/2022,13:24:39.700,624546092,173907252,29757,16,3,32,27526250,158,100924.66,41.85,33.38,17.16,9.771,
01/01/2000,01:00:06.61,-1007.81,-7.81,2.44,-0.18,-3.18,0.32,261.75,-486.45,-683.85,24.15,09/30/2022,13:24:39.800,624546093,173907252,29781,16,3,54,27526250,158,100920.48,42.07,33.73,17.16,9.771,
01/01/2000,01:00:06.71,-1012.21,-6.35,19.53,-1.40,-0.15,0.19,260.40,-486.30,-683.25,24.10,09/30/2022,13:24:39.900,624546094,173907252,29806,16,3,30,27526250,152,100923.23,41.97,33.50,17.18,9.771,
01/01/2000,01:00:06.81,-998.54,-2.93,23.93,-1.48,-0.22,-0.22,261.30,-485.25,-681.90,23.81,09/30/2022,13:24:40.000,624546095,173907252,29820,16,3,16,27526250,152,100929.34,41.84,32.99,17.17,9.771,
01/01/2000,01:00:06.91,-1011.23,-8.79,9.28,-0.11,-0.99,1.57,260.40,-485.55,-683.55,24.39,09/30/2022,13:24:40.100,624546095,173907252,29847,16,3,10,27526250,152,100923.0,41.88,33.52,17.17,9.771,
01/01/2000,01:00:07.01,-987.30,-18.55,12.70,-0.67,-1.49,-1.78,260.25,-484.50,-683.10,24.20,09/30/2022,13:24:40.200,624546096,173907252,29857,16,3,47,27526250,152,100923.0,41.56,33.52,17.17,9.771,
01/01/2000,01:00:07.11,-1011.72,-11.23,9.28,1.48,-2.08,-2.38,258.75,-486.0,-681.15,24.20,09/30/2022,13:24:40.300,624546097,173907252,29878,16,3,48,27526250,144,100924.92,42.09,33.13,17.17,9.771,
01/01/2000,01:00:07.21,-994.14,-10.74,6.35,1.50,-2.81,0.88,260.25,-486.0,-682.35,24.20,09/30/2022,13:24:40.400,624546097,173907252,29905,16,3,17,27526250,152,100923.0,41.81,33.52,17.17,9.771,
01/01/2000,01:00:07.31,-1004.88,-8.79,9.28,0.83,-0.42,3.16,260.40,-487.05,-682.20,24.20,09/30/2022,13:24:40.600,624546099,173907253,29947,16,3,48,27526250,152,100931.27,41.99,32.83,17.18,9.771,
01/01/2000,01:00:07.50,-1001.95,-6.84,14.16,-1.31,-0.44,-1.96,260.25,-486.0,-683.10,24.20,09/30/2022,13:24:40.700,624546099,173907253,29968,16,3,29,27526250,144,100921.08,41.90,33.68,17.17,9.771,
01/01/2000,01:00:07.60,-1006.84,-13.18,10.74,-2.98,-0.92,1.36,261.0,-485.70,-681.60,24.15,09/30/2022,13:24:40.800,624546100,173907254,29976,16,3,36,27526250,144,100922.17,41.96,33.59,17.18,9.771,
01/01/2000,01:00:07.70,-1002.93,-22.46,11.72,1.98,-0.92,-0.17,261.30,-485.70,-683.10,24.39,09/30/2022,13:24:40.900,624546101,173907254,29977,16,3,10,27526250,144,100924.66,41.99,33.38,17.17,9.771,
01/01/2000,01:00:07.80,-1006.84,2.44,14.16,-0.67,-0.15,5.40,261.0,-485.70,-683.10,24.20,09/30/2022,13:24:41.000,624546102,173907255,30002,16,3,35,27526250,144,100923.0,41.87,33.52,17.17,9.771,
01/01/2000,01:00:07.90,-1003.42,-4.39,11.72,1.64,1.93,2.44,260.55,-484.50,-682.65,24.00,09/30/2022,13:24:41.100,624546103,173907255,30005,16,3,17,27526250,144,100922.17,41.89,33.36,17.17,9.771,
01/01/2000,01:00:08.00,-1008.79,-15.14,7.81,-1.61,1.63,-1.50,261.30,-485.25,-683.40,24.10,09/30/2022,13:24:41.200,624546103,173907256,30008,16,3,7,27526250,144,100925.76,41.76,33.29,17.16,9.771,
01/01/2000,01:00:08.10,-996.58,-3.91,7.32,0.43,-2.62,0.33,260.10,-485.85,-683.55,23.81,09/30/2022,13:24:41.300,624546104,173907256,30018,16,3,11,27526250,144,100924.06,42.12,33.43,17.17,9.771,
01/01/2000,01:00:08.20,-1002.93,-15.14,15.63,0.66,-0.27,-1.66,260.55,-486.45,-681.90,24.10,09/30/2022,13:24:41.400,624546105,173907257,30025,16,3,15,27526250,144,100923.0,42.17,33.52,17.16,9.771,
01/01/2000,01:00:08.30,-1000.49,-9.77,11.23,-0.73,1.08,1.30,260.55,-486.0,-682.35,24.10,09/30/2022,13:24:41.500,624546105,173907257,30037,16,3,10,27526250,144,100924.06,42.01,33.43,17.16,9.771,
01/01/2000,01:00:08.40,-1005.37,-20.02,13.67,0.53,-1.60,-0.73,258.90,-485.85,-681.0,24.10,09/30/2022,13:24:41.600,624546106,173907258,30047,16,3,19,27526250,144,100929.56,41.94,32.97,17.18,9.771,
01/01/2000,01:00:08.50,-1008.79,-9.28,-2.93,0.16,0.35,1.18,261.75,-485.70,-683.10,24.29,09/30/2022,13:24:41.700,624546106,173907258,30057,16,3,21,27526250,144,100921.08,41.77,33.68,17.16,9.771,
01/01/2000,01:00:08.60,-1006.35,-13.18,21.97,-0.02,0.41,-0.31,261.0,-486.45,-682.35,24.15,09/30/2022,13:24:41.800,624546107,173907259,30061,16,3,15,27526250,144,100926.81,41.59,33.20,17.16,9.771,
01/01/2000,01:00:08.70,-998.05,-21.48,11.23,1.92,-5.38,-2.42,260.25,-485.70,-681.60,24.34,09/30/2022,13:24:41.900,624546107,173907260,30065,16,3,42,27526250,144,100920.48,41.79,33.73,17.17,9.771,
01/01/2000,01:00:08.82,-1006.84,-13.18,13.67,0.05,2.38,-2.04,259.50,-488.40,-678.30,24.20,09/30/2022,13:24:42.000,624546108,173907260,30078,16,3,14,27526250,144,100920.25,41.94,33.75,17.17,9.771,
01/01/2000,01:00:08.92,-1015.14,-2.44,3.91,-1.84,0.37,-1.56,261.60,-486.60,-682.50,24.10,09/30/2022,13:24:42.100,624546109,173907261,30078,16,3,20,27526250,144,100925.76,42.34,33.29,17.16,9.771,
01/01/2000,01:00:09.02,-1004.39,-20.51,3.91,0.04,-0.37,-1.91,258.90,-485.85,-681.45,24.10,09/30/2022,13:24:42.200,624546109,173907261,30089,16,3,13,27526250,144,100926.81,41.75,34.12,17.17,9.771,
01/01/2000,01:00:09.12,-1009.28,-1.46,11.72,-2.21,-0.36,-0.03,259.80,-484.05,-682.35,23.81,09/30/2022,13:24:42.300,624546109,173907261,30105,16,3,21,27526250,144,100924.92,41.65,33.36,17.16,9.771,
01/01/2000,01:00:09.22,-997.56,-8.30,3.42,-0.73,-1.87,2.08,261.30,-484.50,-681.60,24.10,09/30/2022,13:24:42.400,624546110,173907263,30114,16,3,43,27526250,144,100917.72,41.87,33.96,17.17,9.771,
01/01/2000,01:00:09.32,-1009.28,-12.70,3.91,0.35,0.59,1.74,260.25,-484.95,-681.90,24.10,09/30/2022,13:24:42.500,624546110,173907263,30121,16,3,18,27526250,144,100922.17,42.12,33.59,17.17,9.771,
01/01/2000,01:00:09.42,-1000.0,-14.65,17.09,-0.15,-1.41,0.49,259.65,-486.60,-682.95,24.15,09/30/2022,13:24:42.600,624546110,173907264,30129,16,3,11,27526250,144,100920.25,42.05,33.98,17.17,9.771,
01/01/2000,01:00:09.52,-1004.88,-4.88,16.60,-0.34,-0.01,-0.34,260.40,-485.55,-681.45,24.29,09/30/2022,13:24:42.700,624546111,173907264,30139,16,3,26,27526250,144,100922.17,42.08,33.59,17.18,9.771,
01/01/2000,01:00:09.62,-1005.37,-4.39,11.23,-0.09,0.16,0.79,260.55,-486.45,-682.35,24.10,09/30/2022,13:24:42.800,624546111,173907264,30156,16,3,15,27526250,144,100932.09,41.80,32.76,17.16,9.771,
01/01/2000,01:00:09.72,-995.12,-7.32,14.65,2.11,-3.48,1.08,261.30,-485.70,-683.10,24.10,09/30/2022,13:24:42.900,624546112,173907266,30151,16,3,22,27526250,144,100924.06,41.86,33.43,17.17,9.771,
01/01/2000,01:00:09.82,-1007.32,-5.86,20.02,2.02,-1.24,0.91,260.40,-484.65,-682.95,24.34,09/30/2022,13:24:43.000,624546112,173907266,30164,16,3,16,27526250,144,100928.51,41.81,33.06,17.16,9.771,
01/01/2000,01:00:09.92,-1009.77,-20.02,12.21,0.06,-1.56,0.95,260.55,-485.70,-682.35,24.00,09/30/2022,13:24:43.100,624546113,173907267,30183,16,3,23,27526250,144,100921.30,41.61,33.66,17.16,9.771,
01/01/2000,01:00:10.02,-1001.95,-7.32,17.58,0.45,-0.50,1.49,260.55,-486.0,-682.65,24.10,09/30/2022,13:24:43.200,624546113,173907268,30183,16,3,9,27526250,144,100924.06,41.92,33.43,17.15,9.771,
01/01/2000,01:00:10.12,-990.23,-14.65,20.02,-0.66,0.71,0.79,260.10,-484.65,-680.70,24.20,09/30/2022,13:24:43.300,624546113,173907268,30195,16,3,21,27526250,144,100925.15,41.93,33.34,17.17,9.771,
01/01/2000,01:00:10.22,-1002.93,-7.81,11.72,1.21,1.40,-2.44,259.35,-485.85,-682.50,24.10,09/30/2022,13:24:43.400,624546114,173907269,30193,16,3,27,27526250,144,100927.67,41.71,33.13,17.17,9.771,
01/01/2000,01:00:10.32,-1007.81,-16.60,3.42,1.34,-1.94,1.54,261.30,-486.0,-681.90,24.10,09/30/2022,13:24:43.500,624546114,173907269,30212,16,3,19,27526250,144,100930.43,41.56,32.90,17.17,9.771,
01/01/2000,01:00:10.42,-1007.32,-20.02,9.28,1.04,-1.46,2.09,260.85,-487.35,-682.20,23.86,09/30/2022,13:24:43.600,624546114,173907270,30226,16,3,18,27526250,152,100924.92,42.09,33.36,17.17,9.771,
01/01/2000,01:00:10.52,-1009.77,-10.74,8.79,0.44,0.53,1.15,258.30,-487.20,-680.55,24.20,09/30/2022,13:24:43.700,624546114,173907271,30250,16,3,9,27526250,152,100922.17,41.89,33.59,17.16,9.771,
01/01/2000,01:00:10.62,-1011.72,-19.04,8.30,0.56,3.08,-1.11,260.55,-485.25,-682.65,23.96,09/30/2022,13:24:43.800,624546114,173907272,30272,16,3,8,27526250,152,100925.98,42.11,33.27,17.16,9.771,
01/01/2000,01:00:10.72,-1001.95,-0.49,4.39,0.50,-0.24,-0.19,260.40,-484.65,-682.20,24.20,09/30/2022,13:24:43.900,624546114,173907272,30296,16,3,10,27526250,152,100926.81,41.87,33.43,17.16,9.771,
01/01/2000,01:00:10.82,-1007.32,-20.51,13.18,-0.02,1.73,-0.99,260.55,-486.45,-683.40,24.20,09/30/2022,13:24:44.000,624546115,173907273,30313,16,3,3,27526250,152,100924.06,41.91,33.43,17.17,9.771,
01/01/2000,01:00:10.92,-1006.84,-18.07,5.37,3.01,-0.23,0.40,260.55,-486.90,-681.90,24.53,09/30/2022,13:24:44.100,624546115,173907273,30338,16,3,8,27526250,152,100924.92,41.81,33.36,17.17,9.771,
01/01/2000,01:00:11.02,-1000.0,-15.14,15.63,-1.28,0.78,-1.61,258.90,-486.60,-680.70,24.20,09/30/2022,13:24:44.200,624546115,173907274,30361,16,3,19,27526250,152,100931.27,42.00,32.83,17.16,9.771,
01/01/2000,01:00:11.12,-999.51,-14.16,9.28,-0.57,-2.73,-0.53,261.0,-486.45,-682.35,24.20,09/30/2022,13:24:44.300,624546116,173907274,30379,16,3,39,27526250,152,100924.06,41.87,33.43,17.16,9.771,
01/01/2000,01:00:11.22,-1012.21,-20.51,6.84,0.02,-4.18,0.37,261.0,-485.70,-682.65,24.00,09/30/2022,13:24:44.400,624546115,173907275,30409,16,3,38,27526250,152,100932.32,42.11,32.74,17.17,9.771,
01/01/2000,01:00:11.32,-1002.93,-18.55,6.84,-0.07,-4.22,0.56,261.15,-486.60,-683.25,24.34,09/30/2022,13:24:44.500,624546115,173907276,30428,16,3,6,27526250,152,100927.67,41.96,33.13,17.17,9.771,
01/01/2000,01:00:11.42,-1003.42,-6.84,18.07,-0.50,-0.97,-1.99,260.85,-485.10,-682.95,24.10,09/30/2022,13:24:44.600,624546116,173907276,30442,16,3,30,27526250,152,100927.67,41.95,33.13,17.16,9.771,
01/01/2000,01:00:11.52,-1004.88,-11.23,12.70,2.11,-4.82,3.85,261.15,-485.55,-682.95,24.00,09/30/2022,13:24:44.700,624546115,173907277,30474,16,3,22,27526250,152,100920.48,41.85,33.73,17.15,9.771,
01/01/2000,01:00:11.62,-1003.91,-5.86,12.21,1.15,2.16,-0.80,259.80,-486.45,-683.10,24.10,09/30/2022,13:24:44.800,624546116,173907277,30493,16,3,55,27526250,152,100922.40,41.83,33.57,17.16,9.771,
01/01/2000,01:00:11.72,-1006.35,-20.02,15.14,-1.06,-0.56,0.98,261.60,-486.30,-682.20,24.20,09/30/2022,13:24:44.900,624546116,173907278,30511,16,3,47,27526250,152,100929.56,42.01,32.97,17.17,9.771,
01/01/2000,01:00:11.82,-997.56,-10.74,13.67,2.41,1.13,0.77,262.05,-486.0,-682.65,24.29,09/30/2022,13:24:45.000,624546116,173907278,30527,16,3,30,27526250,152,100923.0,41.78,33.52,17.17,9.771,
01/01/2000,01:00:11.92,-1008.30,-12.70,10.25,-1.33,-1.29,0.52,258.15,-486.60,-679.20,24.20,09/30/2022,13:24:45.100,624546116,173907279,30555,16,3,27,27526250,152,100928.51,41.89,33.06,17.17,9.771,
01/01/2000,01:00:12.02,-995.61,-14.16,19.04,0.02,-3.99,1.92,261.0,-485.25,-682.65,24.34,09/30/2022,13:24:45.200,624546116,173907279,30579,16,3,25,27526250,152,100922.17,41.85,33.59,17.16,9.771,
01/01/2000,01:00:12.12,-1008.79,-7.81,11.23,-0.91,0.59,-1.48,260.40,-485.85,-682.50,23.81,09/30/2022,13:24:45.300,624546116,173907281,30590,16,3,32,27526250,154,100921.30,41.91,33.66,17.16,9.771,
01/01/2000,01:00:12.22,-1004.88,-6.84,20.51,-0.12,2.02,1.27,261.15,-487.05,-681.45,24.15,09/30/2022,13:24:45.400,624546116,173907281,30624,16,3,16,27526250,154,100923.23,42.09,33.50,17.16,9.771,
01/01/2000,01:00:12.32,-1012.21,-14.16,13.67,0.33,-2.18,1.86,260.10,-486.30,-682.95,24.15,09/30/2022,13:24:45.500,624546116,173907281,30644,16,3,6,27526250,154,100926.81,41.90,33.20,17.16,9.771,
01/01/2000,01:00:12.42,-1006.84,-13.67,14.16,1.41,-0.11,0.79,260.10,-485.10,-682.50,24.15,09/30/2022,13:24:45.600,624546116,173907282,30665,16,3,8,27526250,154,100924.06,41.90,33.20,17.17,9.771,
