time,aX,aY,aZ
316.2,-1005.37,-16.6,11.23
316.3,-1003.91,-11.72,13.67
316.4,-1001.46,-10.25,7.32
316.5,-1004.88,-9.28,17.09
316.6,-1016.11,-17.09,0.98
316.7,-1016.11,-18.55,14.16
316.8,-1007.32,-11.72,-6.35
316.9,-1021,-6.84,9.77
317,-1014.16,-20.51,9.77
317.2,-1000,-16.6,12.7
317.3,-1005.37,-12.7,13.67
317.4,-994.14,-5.37,14.65
317.5,-1011.23,-24.41,0.98
317.6,-1014.16,0.98,9.77
317.7,-1003.91,-5.37,16.6
317.8,-1011.23,-6.35,18.55
317.9,-997.56,-6.84,16.6
318,-1005.37,-8.3,9.28
318.1,-1016.6,-6.35,20.51
318.2,-1021.48,-18.55,6.84
318.3,-1009.28,-7.81,15.63
318.4,-997.56,-7.81,11.23
318.5,-1010.74,-4.39,18.55
318.6,-1007.32,-9.28,23.44
318.7,-1010.25,-10.25,9.28
318.8,-996.58,0.49,14.16
318.9,-1006.84,-8.3,12.21
319,-1009.28,-5.37,6.35
319.1,-1003.42,-3.91,15.14
319.2,-1009.77,-9.77,1.46
319.3,-998.54,-20.51,4.88
319.4,-999.51,-2.93,12.7
319.5,-1003.91,-21,12.21
319.6,-1006.35,-12.21,10.74
319.7,-1005.37,-10.74,1.95
319.8,-999.02,-3.42,9.77
319.9,-1002.93,-13.67,13.18
320,-1007.32,-10.74,9.77
320.1,-1006.84,4.39,14.65
320.2,-1006.35,-15.63,12.21
320.3,-997.56,-7.32,17.58
320.4,-1015.63,-9.28,12.7
320.5,-995.12,-9.77,13.67
320.6,-1002.93,-14.65,12.7
320.7,-1010.74,-7.32,17.09
320.8,-1009.77,0.49,19.04
320.9,-1009.77,-7.81,13.18
321,-1007.32,-10.25,4.88
321.1,-1014.16,-10.25,5.37
321.2,-1011.23,2.44,20.51
321.3,-1003.91,-12.21,0.49
321.4,-1012.21,1.46,6.84
321.5,-1000,-12.21,5.37
321.6,-999.51,-7.81,20.02
321.7,-1004.39,-12.7,4.39
321.8,-991.21,-4.39,5.37
321.9,-1010.74,-16.6,10.25
322,-1000,-22.46,4.88
322.1,-989.26,-22.46,13.67
322.2,-986.33,-17.09,14.16
322.3,-1004.39,-9.77,15.63
322.4,-1007.32,-11.72,19.04
322.5,-997.07,-17.09,13.18
322.6,-1010.25,-4.39,13.67
322.7,-1018.07,-2.44,26.37
322.8,-999.51,-12.21,21.48
322.9,-1002.44,-17.58,3.42
323,-1000.98,-11.23,19.53
323.1,-1007.32,-5.37,10.74
323.2,-998.05,-18.55,11.72
323.3,-1012.21,-8.3,18.07
323.4,-1001.46,-8.3,20.02
323.5,-1010.74,-3.42,14.65
323.6,-995.61,-2.93,10.25
323.7,-1000.49,-10.74,21
323.8,-1008.79,-23.44,2.44
323.9,-1007.32,-14.16,19.53
324,-1021.97,-2.44,13.18
324.1,-1005.37,-19.53,8.3
324.2,-1008.3,-5.37,0.98
324.3,-996.58,-21,2.44
324.4,-1006.84,-16.11,6.35
324.5,-986.33,-7.81,15.14
324.6,-1012.21,-0.98,5.37
324.7,-1014.16,-13.67,11.72
324.8,-1002.93,-13.67,11.23
324.9,-1007.32,-8.79,18.07
325,-1005.86,-6.84,16.11
325.1,-1000.49,-9.28,15.14
325.2,-1013.67,-19.53,22.95
325.3,-1008.79,-21,10.25
325.4,-994.14,-14.16,12.7
325.5,-1002.93,-7.32,7.81
325.6,-1003.42,-16.11,14.16
325.7,-1000.98,-19.53,15.63
325.8,-999.02,-9.28,14.65
325.9,-992.68,0,14.16
326,-1003.91,-0.98,18.55
326.1,-1005.37,-6.35,-3.42
326.2,-1004.88,2.93,15.63
326.3,-1006.84,-7.81,8.3
326.5,-1011.23,-11.23,7.81
326.6,-996.58,-4.39,7.81
326.7,-1007.32,-14.65,21.97
326.8,-999.02,-5.37,11.72
326.9,-1009.28,-9.77,15.63
327,-997.07,3.42,21.48
327.1,-996.58,-11.23,0
327.2,-1003.91,-11.23,19.53
327.3,-1007.81,-5.86,17.58
327.4,-1002.93,-7.32,4.39
327.5,-999.51,-21,12.7
327.6,-1003.42,-19.53,3.42
327.7,-1004.88,1.46,8.79
327.8,-998.05,-2.44,7.32
327.9,-999.51,-5.86,21.48
328,-1000.49,-12.21,9.28
328.1,-1002.44,-14.16,13.18
328.2,-1002.93,-3.91,19.04
328.3,-999.51,-3.91,6.35
328.4,-1000.49,-12.7,12.21
328.5,-1004.88,-16.11,17.58
328.6,-986.33,-14.16,17.09
328.7,-1004.39,-7.81,17.58
328.8,-1009.28,10.74,-4.88
328.9,-997.07,-7.81,3.91
329,-1007.81,-15.14,13.67
329.1,-1014.16,0.49,12.7
329.2,-1003.42,-11.23,21
329.3,-1007.32,0,12.21
329.4,-1003.42,-1.95,14.16
329.5,-1002.93,-13.18,19.04
329.6,-996.58,-8.3,16.11
329.7,-1013.67,-4.39,14.16
329.8,-1006.84,-11.23,8.79
329.9,-1009.28,-8.79,13.18
330,-1003.42,-12.7,10.25
330.1,-1013.18,-7.81,0.49
330.2,-1019.04,-2.93,11.72
330.3,-1002.44,-7.32,15.63
330.4,-1010.25,-5.37,12.21
330.5,-1001.95,-12.7,7.81
330.6,-982.42,-9.77,3.91
330.7,-1003.91,-7.32,13.67
330.8,-1004.39,0.49,4.88
330.9,-993.65,-11.72,13.67
331,-1012.7,-0.49,9.28
331.1,-994.14,-9.77,11.72
331.2,-1012.7,-9.77,16.6
331.3,-1013.18,-2.93,12.7
331.4,-993.65,-5.37,8.3
331.5,-1002.44,-11.23,3.91
331.6,-1001.46,-5.86,10.25
331.7,-1007.32,4.88,2.93
331.8,-1000,-8.79,1.95
331.9,-1008.79,-8.79,13.67
332,-1007.32,-18.07,12.7
332.1,-1009.28,-19.53,12.7
332.2,-1000.49,0,12.7
332.4,-992.19,-12.7,14.65
332.5,-1021.48,-15.14,1.95
332.6,-996.09,-9.77,10.74
332.7,-1014.65,-7.32,4.88
332.8,-1001.95,-16.6,18.55
332.9,-1001.46,0.49,13.67
333,-996.58,-6.84,0
333.1,-1008.79,-2.44,17.09
333.2,-1005.86,-15.63,11.72
333.3,-1013.67,-10.25,13.18
333.4,-983.89,-13.18,18.07
333.5,-1006.35,-0.49,4.88
333.6,-1011.23,-9.28,9.77
333.7,-999.02,-15.63,-3.42
333.8,-1000.98,-3.91,8.79
333.9,-1012.7,-15.63,8.79
334,-1005.37,-1.46,19.53
334.1,-1006.35,-6.84,10.74
334.2,-1006.35,6.84,12.7
334.3,-985.35,-11.23,9.77
334.4,-997.07,-10.25,3.42
334.5,-994.14,-21,17.58
334.6,-1006.84,-15.14,13.18
334.7,-997.07,2.44,0
334.8,-1014.65,-9.28,4.88
334.9,-1001.46,-8.79,6.35
335,-1008.79,-16.6,9.28
335.1,-1006.84,-1.46,16.11
335.2,-1007.32,-12.21,23.93
335.3,-1000.49,3.42,10.25
335.4,-1001.95,-11.23,14.16
335.5,-996.58,-7.81,25.88
335.6,-1012.7,8.3,12.21
335.7,-1011.23,-3.91,2.93
335.8,-1006.84,-17.09,11.23
335.9,-1004.39,-20.51,11.72
336,-1012.7,-9.77,14.65
336.1,-1012.21,-7.32,8.79
336.2,-1005.86,-9.28,0.98
336.3,-1009.28,-7.32,3.91
336.4,-995.61,-9.28,10.25
336.5,-992.19,-11.23,2.93
336.6,-1013.18,-18.55,14.16
336.7,-1014.16,-5.37,2.93
336.8,-1009.77,-23.93,11.72
336.9,-996.09,-8.3,19.04
337,-1005.86,-12.7,0
337.1,-997.56,-4.39,10.74
337.2,-1003.91,-10.74,8.79
337.3,-1000.49,-19.04,20.02
337.4,-1009.77,-8.3,10.25
337.5,-1013.18,-3.42,8.79
337.6,-1004.88,-4.88,15.14
337.7,-1010.25,-6.84,5.37
337.8,-996.09,-19.53,14.65
337.9,-1022.95,-11.72,3.42
338,-1011.72,-8.3,8.3
338.1,-1009.77,-17.58,10.74
338.2,-1006.84,-15.14,3.42
338.3,-1000.49,-12.21,16.11
338.4,-1000.98,-10.25,12.21
338.5,-1011.23,-14.65,6.35
338.6,-1009.28,-3.91,12.7
338.7,-995.61,-16.11,5.37
338.8,-995.12,-1.46,1.95
338.9,-994.14,-23.44,5.37
339,-1011.23,-10.25,12.7
339.1,-1002.44,-3.42,11.72
339.2,-1013.67,-15.14,16.6
339.3,-1010.74,-4.39,22.46
339.4,-1003.91,-8.3,12.7
339.5,-1009.28,-15.14,17.09
339.6,-1002.93,-18.55,5.37
339.7,-1003.42,-8.79,7.81
339.8,-1006.84,-21.97,10.25
339.9,-1003.42,-13.18,6.84
340,-993.65,-1.95,21
340.1,-1000.98,-7.81,15.63
340.2,-1009.77,-7.81,25.39
340.3,-1010.74,-10.25,4.39
340.4,-1000,-5.37,0.98
340.5,-1004.88,0,20.02
340.6,-999.02,-13.18,18.55
340.7,-1016.11,-8.79,17.09
340.8,-1004.88,-6.84,21
340.9,-1000.98,-5.86,11.23
341,-999.02,-6.35,4.39
341.2,-1010.25,-0.49,12.7
341.3,-992.68,-17.58,12.21
341.4,-1011.23,-15.63,21.97
341.5,-995.12,-14.16,7.81
341.6,-1007.32,-10.25,13.18
341.7,-1018.55,-9.28,2.44
341.8,-1001.95,-15.14,13.67
341.9,-987.79,-9.28,20.02
342,-1012.21,-11.23,25.88
342.1,-1006.35,-11.23,12.7
342.2,-1007.32,-14.16,13.18
342.3,-1006.84,-9.77,14.65
342.4,-1000,-8.3,9.28
342.5,-1014.16,-10.25,10.74
342.6,-1015.14,-11.23,2.93
342.7,-1001.95,-8.3,3.91
342.8,-1008.3,-10.25,20.02
342.9,-1009.28,-3.42,9.28
343,-1008.3,-6.84,16.11
343.1,-1003.42,-9.28,20.51
343.2,-1005.86,-14.65,25.39
343.3,-1005.86,-12.7,5.86
343.4,-991.7,-4.39,9.77
343.5,-997.07,-13.67,17.09
343.6,-1008.79,-6.84,5.86
343.7,-997.07,-14.16,11.72
343.8,-1014.16,-0.98,8.79
343.9,-1004.88,-5.37,5.86
344,-1004.39,-6.35,4.88
344.1,-1002.44,-11.23,13.67
344.2,-1006.84,-5.86,8.3
344.3,-997.56,-10.25,5.86
344.4,-1004.39,4.39,19.04
344.5,-1019.53,-13.67,19.04
344.6,-1015.14,-9.28,10.74
344.7,-1008.3,-8.3,13.67
344.8,-1002.44,-3.42,21.48
344.9,-1006.84,-8.3,8.79
345,-994.14,-6.35,22.46
345.1,-1009.77,-10.25,16.6
345.2,-1008.3,-9.28,10.74
345.3,-997.07,-16.6,6.84
345.4,-1022.46,-14.16,5.37
345.5,-1004.88,-14.65,6.84
345.6,-1000.49,-18.55,8.3
345.7,-1016.6,-7.32,9.28
345.8,-1011.72,-13.18,16.6
345.9,-1003.91,-17.09,7.32
346,-1008.3,-7.81,12.7
346.1,-1003.42,-10.74,7.81
346.2,-1000.49,-8.79,13.18
346.3,-1002.44,-13.18,12.7
346.4,-1000,-12.21,10.74
346.5,-1002.93,-10.74,10.74
346.6,-1004.39,-12.21,13.67
346.7,-999.02,0.98,10.74
346.8,-1000.49,-7.32,11.72
346.9,-994.14,-22.95,14.65
347,-1000,-1.95,12.7
347.1,-1010.74,-15.14,8.79
347.2,-1009.28,-17.58,21.97
347.3,-1006.35,-5.37,-0.98
347.4,-995.12,-17.58,3.91
347.5,-1014.16,-15.63,19.04
347.6,-1005.86,-7.81,5.86
347.7,-1001.95,-2.44,15.14
347.8,-999.51,-1.46,13.18
347.9,-997.56,-5.37,10.74
348,-1004.39,-10.74,11.72
348.1,-1007.32,2.93,13.18
348.2,-1003.91,-8.79,7.81
348.3,-993.16,-8.79,10.25
348.4,-994.63,-8.79,6.84
348.5,-1000.98,-13.67,2.44
348.6,-1006.35,-24.9,24.9
348.7,-1011.23,-15.14,16.6
348.8,-998.05,-5.37,15.63
348.9,-994.63,-20.02,15.63
349,-997.07,-3.42,19.04
349.1,-1012.7,-10.25,0
349.2,-1006.35,-0.98,14.65
349.3,-1008.79,0.98,20.02
349.4,-1000,-14.16,12.21
349.5,-1010.74,6.84,16.11
349.6,-1008.79,-12.21,6.84
349.7,-996.58,-5.37,9.77
349.8,-1000.98,-14.65,6.35
349.9,-1003.42,0,5.37
350,-999.51,-12.21,7.32
350.1,-996.09,-10.74,14.65
350.2,-1009.77,-10.25,9.77
350.3,-1001.95,-20.02,17.58
350.4,-1012.7,-1.46,9.28
350.5,-1001.46,-17.58,9.77
350.6,-1007.81,-12.21,11.23
350.7,-997.56,-4.39,9.77
350.8,-1013.18,-10.25,16.6
350.9,-1000.98,-16.6,14.65
351,-1011.72,3.91,9.28
351.1,-996.58,-2.93,19.53
351.2,-1001.95,-6.84,5.37
351.3,-1013.18,-9.28,19.04
351.4,-1000.98,-7.81,5.37
351.5,-1008.79,-2.44,8.79
351.6,-1016.6,-24.9,6.84
351.7,-1009.77,-8.3,3.91
351.8,-1007.32,-18.07,2.44
351.9,-1006.35,-17.58,4.39
352,-1007.81,-3.91,15.63
352.1,-1007.32,-15.63,1.46
352.2,-992.68,-10.25,8.3
352.3,-1010.74,-9.28,17.58
352.4,-1009.28,-6.35,12.7
352.5,-1001.95,-2.93,8.79
352.6,-1000.98,-19.04,6.35
352.7,-1011.72,-7.32,15.63
352.8,-992.68,-13.18,12.21
352.9,-1003.91,-0.98,11.23
353,-1002.44,-0.49,17.09
353.1,-1006.84,-5.86,17.09
353.2,-995.12,-8.79,16.11
353.3,-1004.88,-9.28,21
353.4,-1004.39,-17.58,15.63
353.5,-988.28,0,8.3
353.6,-1007.81,-6.84,2.44
353.7,-1000,-8.79,-7.81
353.8,-1004.88,-11.23,13.18
353.9,-1010.25,-5.37,9.77
354.1,-996.09,-13.67,20.02
354.2,-1007.81,-18.55,10.74
354.3,-1003.91,-11.72,11.23
354.4,-1005.86,-1.46,24.9
354.5,-998.54,-16.6,4.88
354.6,-988.28,-8.3,10.74
354.7,-1000,-10.74,11.23
354.8,-1001.95,-4.39,13.18
354.9,-1002.93,1.95,20.02
355,-997.07,-2.93,9.28
355.1,-1004.39,-0.49,9.28
355.2,-1002.44,-8.3,17.09
355.3,-999.51,-11.72,20.02
355.4,-997.07,-16.11,5.86
355.5,-1002.44,-5.86,15.14
355.6,-1007.81,0.98,7.81
355.7,-1009.28,-0.98,14.16
355.8,-998.54,0,15.63
355.9,-1000,-14.16,21
356,-1008.3,-10.25,19.04
356.1,-995.12,-9.77,15.14
356.2,-1005.86,6.35,4.88
356.3,-1014.16,-11.72,13.67
356.4,-993.65,6.35,7.32
356.5,-1013.18,-15.63,6.35
356.6,-1011.72,-13.18,19.53
356.8,-1002.44,-15.14,12.21
356.9,-1010.25,-6.84,15.14
357,-1003.42,-13.18,18.07
357.1,-1000,-2.93,12.21
357.2,-996.09,-12.7,1.46
357.3,-1012.7,-16.11,16.11
357.4,-1012.7,1.95,10.74
357.5,-1007.32,-14.16,11.72
357.6,-995.12,-10.74,3.42
357.7,-1002.93,-3.91,16.6
357.8,-1008.3,-3.91,19.04
357.9,-1004.88,-4.88,19.53
358,-1003.42,-4.88,9.77
358.1,-999.51,-19.53,11.72
358.2,-998.54,-10.74,7.81
358.3,-999.51,-18.07,13.67
358.4,-999.02,-10.74,11.23
358.5,-1006.84,-9.28,7.81
358.6,-1005.37,-6.84,9.28
358.7,-1004.88,-4.88,10.25
358.8,-1003.42,-7.81,0.49
358.9,-1002.93,-17.58,8.3
359,-995.61,-9.77,9.28
359.1,-1007.32,-10.74,16.11
359.2,-999.51,-19.04,5.86
359.3,-1001.46,-11.72,11.72
359.4,-1004.39,-3.42,17.58
359.5,-1004.39,-11.72,13.18
359.6,-995.12,-11.23,19.04
359.7,-1001.95,-2.44,14.65
359.8,-987.79,-1.95,3.91
359.9,-1012.21,-16.11,11.23
360,-1007.32,0.98,9.77
360.1,-991.21,-8.79,15.14
360.2,-1011.72,-14.16,15.14
360.3,-1008.3,0.98,8.79
360.4,-1009.28,0.98,9.28
360.5,-996.58,-0.98,10.74
360.6,-993.16,-8.3,9.28
360.7,-1007.81,-12.21,4.88
360.8,-1006.35,-11.72,9.77
360.9,-995.61,-2.93,9.28
361,-989.26,-25.39,8.79
361.1,-1014.65,-0.49,1.46
361.2,-1004.39,-6.35,14.16
361.3,-997.07,4.88,16.11
361.4,-1000.98,-7.32,3.42
361.5,-1008.3,-9.28,13.67
361.6,-1013.67,-7.32,11.72
361.7,-1003.91,-5.86,9.77
361.8,-1002.44,-11.23,7.81
361.9,-995.12,1.95,15.14
362,-1001.95,-4.88,12.21
362.1,-995.61,-5.37,19.53
362.2,-1014.65,-10.74,23.44
362.3,-1008.3,-16.11,4.39
362.4,-1015.14,-15.63,15.14
362.5,-1000,-1.46,17.58
362.6,-1003.91,-10.25,15.63
362.7,-1008.79,-19.53,20.51
362.8,-1017.58,0.98,16.11
362.9,-999.51,1.95,5.37
363,-1005.86,-13.67,9.28
363.1,-996.58,-15.14,22.46
363.2,-1012.7,-11.23,-0.98
363.3,-1007.32,-11.23,8.79
363.4,-1003.91,-11.23,18.55
363.5,-993.16,-13.18,3.91
363.6,-1007.81,-14.16,10.25
363.7,-997.07,-10.25,13.67
363.8,-997.07,-9.77,12.7
363.9,-1003.91,-4.88,12.21
364,-997.07,0.49,11.23
364.1,-1000.49,-10.25,6.35
364.2,-1001.95,-11.72,13.67
364.3,-992.68,-7.81,15.14
364.4,-1012.21,-3.91,8.3
364.5,-1004.88,-5.86,9.28
364.6,-1010.25,-4.88,7.32
364.7,-991.7,-8.79,8.79
364.8,-1005.86,-15.63,8.3
364.9,-1002.44,-13.67,17.58
365,-1003.91,6.35,13.18
365.1,-1002.44,-9.28,2.93
365.2,-1000.49,-2.93,14.65
365.3,-998.05,-13.67,18.55
365.4,-1003.91,3.42,11.72
365.5,-1003.42,-11.72,12.21
365.6,-1007.81,-3.91,17.58
365.7,-977.05,-15.63,19.04
365.8,-1006.35,-10.74,12.21
365.9,-1008.79,-9.28,7.32
366,-1001.46,-1.95,6.84
366.1,-1001.46,-7.32,21.97
366.2,-1011.72,-3.91,7.81
366.3,-1001.95,-6.35,7.32
366.4,-1009.28,-5.37,12.21
366.5,-1005.37,-2.44,15.14
366.6,-1003.91,2.44,16.11
366.7,-1006.35,-8.3,11.23
366.8,-1005.37,-11.23,13.67
366.9,-1001.46,0,4.88
367,-1014.65,-7.81,25.88
367.1,-1015.14,-5.37,18.07
367.2,-998.05,-7.81,23.44
367.3,-1001.95,-21.48,11.23
367.4,-1001.46,-10.74,1.46
367.5,-1010.25,-3.91,16.11
367.6,-1000.49,-13.18,17.58
367.7,-1002.44,-7.81,18.07
367.8,-1008.3,4.39,9.28
367.9,-994.14,-20.51,8.79
368,-1002.44,5.37,16.11
368.1,-997.07,-3.91,11.23
368.2,-992.68,5.86,13.18
368.3,-1012.21,-26.37,16.11
368.4,-1004.88,-10.25,8.79
368.5,-1002.44,-9.28,19.04
368.6,-993.16,-3.91,13.67
368.7,-995.12,-20.51,7.81
368.8,-997.56,-15.14,4.39
368.9,-1003.91,0.98,13.67
369,-991.7,-17.09,0
369.1,-1004.88,-10.74,12.21
369.2,-1002.93,-0.49,9.28
369.3,-1016.6,-14.65,14.65
369.4,-1005.37,-14.65,14.16
369.5,-1007.81,-11.23,11.72
369.7,-1010.74,-7.81,5.86
369.8,-1005.86,-2.44,15.63
370,-1000.49,-15.14,8.79
370.1,-1007.81,0,13.18
370.2,-1000,-16.6,8.3
370.3,-991.7,-7.81,13.18
370.4,-1004.88,-11.72,15.14
370.5,-1009.77,-10.25,1.46
370.6,-1007.81,-2.44,6.35
370.7,-1009.77,-8.79,6.84
370.8,-1006.35,-11.72,0.49
370.9,-1004.88,-2.93,8.79
371,-1001.95,-1.95,0.98
371.1,-991.7,0.49,14.65
371.2,-1012.21,-6.84,18.55
371.3,-999.02,-10.25,11.72
371.4,-992.19,-2.44,10.25
371.5,-1002.93,-1.95,14.16
371.6,-993.65,-15.14,10.74
371.7,-998.05,-2.44,19.53
371.8,-1003.42,-13.67,3.42
371.9,-1011.23,-7.81,12.7
372,-1000,-7.81,8.79
372.1,-1003.91,-13.18,17.58
372.2,-997.56,-14.65,17.58
372.3,-990.72,-6.35,7.81
372.4,-1010.25,-5.37,20.02
372.5,-997.07,-6.35,15.14
372.6,-996.09,5.37,8.79
372.7,-1009.28,-13.67,18.07
372.8,-998.54,-12.21,21.48
372.9,-1000,0,4.88
373.1,-1005.86,-7.32,19.53
373.2,-1002.93,-12.7,11.72
373.3,-1017.09,-7.32,11.72
373.4,-1014.65,-11.72,22.95
373.5,-1005.86,-5.86,10.25
373.6,-1001.95,-16.11,3.91
373.7,-1004.39,-4.88,19.04
373.8,-1007.81,-6.35,15.63
373.9,-1014.16,-0.98,14.65
374,-1002.44,-9.77,31.25
374.1,-1001.95,-17.58,17.58
374.2,-1006.35,-4.39,10.25
374.3,-1000,-13.18,16.11
374.4,-992.68,-11.72,11.72
374.5,-1009.28,-2.93,3.91
374.6,-1001.95,-11.72,8.79
374.7,-1009.77,-13.18,8.3
374.8,-998.05,0,5.37
374.9,-994.63,-20.02,8.3
375,-994.14,-11.72,12.7
375.2,-1011.23,-8.79,19.04
375.3,-1017.58,-9.28,10.25
375.4,-992.19,-15.63,13.67
375.5,-999.02,-1.46,5.86
375.6,-987.3,-8.79,15.14
375.7,-1008.3,3.91,15.14
375.8,-1004.39,-11.23,9.77
375.9,-1010.74,-18.07,11.23
376,-1001.95,-6.35,14.16
376.1,-997.07,-6.84,3.42
376.2,-996.09,-11.72,7.32
376.3,-1011.72,-8.3,10.74
376.4,-1007.32,-10.25,13.67
376.5,-1001.95,-6.35,15.14
376.6,-993.16,-17.58,12.7
376.7,-1002.93,-5.37,1.95
376.8,-1006.84,4.39,16.11
376.9,-1002.44,-5.37,15.14
377,-1006.84,-12.21,21
377.1,-1003.91,-5.37,20.02
377.3,-1004.88,-11.23,13.67
377.4,-1003.42,-19.04,15.63
377.5,-1009.77,-6.84,23.93
377.6,-1001.46,-10.25,8.3
377.7,-1011.23,-12.7,22.95
377.8,-1007.32,-22.46,15.63
377.9,-1003.42,-10.74,2.93
378,-995.12,3.42,12.7
378.1,-1001.95,-5.37,9.28
378.2,-1012.7,-4.39,16.11
378.3,-989.75,-13.18,16.6
378.4,-917.97,301.27,548.83
378.5,-1008.3,-3.91,39.55
378.6,-1014.65,-9.77,13.67
378.7,-1010.25,-11.72,12.21
378.8,-1006.84,-10.74,10.74
378.9,-1002.93,-14.16,19.53
379,-1000.49,-15.63,23.93
379.1,-1006.35,-14.65,14.16
379.2,-990.72,-2.44,7.81
379.3,-1001.46,-11.23,5.37
379.4,-1005.37,-17.09,1.95
379.5,-1007.32,-5.37,11.72
379.6,-1000.98,-14.16,13.67
379.7,-998.05,-9.77,19.04
379.8,-995.61,-12.7,17.58
379.9,-998.05,-15.63,9.28
380,-1004.39,-5.37,8.79
380.1,-1000,-8.79,15.14
380.2,-1022.46,-2.44,14.16
380.3,-993.65,2.44,23.44
380.4,-995.12,-14.65,4.88
380.5,-1005.37,-21,12.21
380.6,-1004.39,-13.18,19.53
380.7,-1001.95,-8.79,13.67
380.8,-1001.46,-11.23,19.04
380.9,-1008.79,-13.67,11.72
381,-1000,-9.77,4.88
381.1,-1012.21,-4.39,8.3
381.2,-994.14,-9.77,7.32
381.3,-996.58,-3.42,12.21
381.4,-1011.23,-9.28,16.11
381.5,-1011.72,-12.7,14.65
381.6,-1005.37,3.42,11.23
381.7,-1002.44,-8.3,1.95
381.8,-1000.98,-11.72,10.25
381.9,-1008.79,-3.42,17.58
382,-1010.74,-20.02,7.32
382.1,-1003.42,-10.74,14.16
382.2,-1006.35,-11.72,16.6
382.3,-1014.65,-8.79,15.14
382.4,-991.7,-13.67,16.11
382.5,-998.05,-5.37,10.25
382.6,-1005.86,-2.93,14.16
382.7,-999.02,-9.77,11.23
382.8,-1008.79,-10.74,13.18
382.9,-1008.3,-14.65,13.67
383,-1012.21,-2.93,4.88
383.1,-1012.21,-9.77,12.7
383.2,-999.02,-7.81,2.93
383.3,-1007.81,-10.25,13.67
383.4,-1007.32,0.49,15.14
383.5,-1005.37,-2.44,14.65
383.6,-1003.91,-5.86,8.3
383.7,-1009.77,-6.35,10.25
383.8,-1005.37,-8.3,6.84
383.9,-1014.65,-14.16,16.6
384,-1010.74,-8.3,14.16
384.1,-1002.93,-19.04,12.7
384.2,-994.14,-7.32,18.55
384.3,-1012.21,-3.91,7.81
384.4,-998.54,-14.16,-0.98
384.5,-1002.93,-15.63,21.48
384.6,-1002.44,-25.39,14.16
384.7,-1009.77,-21,12.21
384.8,-1007.32,-18.07,11.72
384.9,-1012.21,-10.74,12.21
385,-1002.44,-5.86,4.39
385.1,-1004.88,-11.72,20.51
385.2,-999.02,-10.74,9.77
385.3,-1012.7,-6.35,6.35
385.4,-996.09,-11.23,10.74
385.5,-1009.77,-22.95,7.81
385.6,-1014.65,-23.44,3.91
385.7,-1006.84,-9.28,20.51
385.8,-1010.74,-20.02,12.21
385.9,-1003.42,-9.28,13.18
386,-1006.35,-5.37,14.65
386.1,-996.09,-19.04,21.48
386.2,-999.51,-24.41,1.46
386.3,-999.51,-11.72,8.79
386.4,-992.19,-5.37,6.84
386.5,-1010.74,-18.55,7.32
386.6,-1001.46,-9.28,11.23
386.7,-1019.53,-7.81,16.11
386.8,-1003.91,-3.91,10.74
386.9,-1002.44,-13.18,9.28
387,-1009.28,-9.28,15.14
387.2,-1003.42,-7.81,14.16
387.3,-989.26,-15.63,17.58
387.4,-1005.86,-11.23,3.42
387.5,-1012.21,-5.86,19.04
387.6,-1000,-8.3,12.21
387.7,-1007.32,-16.11,1.95
387.8,-998.05,-5.37,18.07
387.9,-1000.49,-5.86,11.72
388,-1000.49,-8.79,3.42
388.1,-1000.98,-2.93,21.97
388.2,-1009.28,-4.39,15.14
388.4,-1006.84,-7.32,14.16
388.5,-1008.3,-15.63,14.16
388.6,-1001.46,-2.93,9.77
388.7,-1000.49,6.84,14.16
388.8,-1005.37,5.37,-4.39
388.9,-1015.63,-3.91,7.81
389,-1006.35,-15.14,21
389.1,-1012.7,-8.3,14.65
389.2,-1012.7,-3.42,16.6
389.3,-998.54,-7.32,7.81
389.4,-1002.93,-15.63,12.7
389.5,-1016.11,0,12.21
389.7,-1000.49,-6.35,23.93
389.8,-1012.7,-4.39,12.7
389.9,-999.02,7.81,8.3
390,-1009.28,-20.51,16.6
390.1,-1004.88,-10.25,10.25
390.2,-1004.88,-11.72,10.25
390.3,-994.14,-4.39,-3.91
390.4,-1008.79,-3.42,11.23
390.5,-994.63,-9.77,12.21
390.6,-1009.77,-8.3,8.3
390.7,-1000.98,-12.7,17.09
390.8,-1005.86,-17.58,15.63
390.9,-1007.32,-12.7,20.51
391,-994.63,-1.95,4.39
391.1,-1009.28,-8.3,1.95
391.2,-991.21,-6.35,23.44
391.3,-1011.23,-13.67,6.35
391.4,-1008.3,-2.93,11.23
391.5,-1004.88,-6.84,12.7
391.6,-1004.88,-11.72,4.88
391.7,-1011.23,-10.74,1.95
391.8,-1010.25,-14.65,14.65
391.9,-1003.91,-16.11,2.44
392,-990.72,-14.65,7.81
392.1,-1000.98,1.95,16.11
392.2,-1000.98,-0.49,12.21
392.3,-1008.79,-7.32,-5.37
392.4,-1006.35,-1.95,15.63
392.5,-1013.18,-5.86,17.09
392.6,-994.14,-6.35,11.23
392.7,-1015.14,-9.28,13.18
392.8,-1012.7,-3.91,17.09
392.9,-1009.77,-16.6,10.74
393,-1015.14,-11.72,1.95
393.1,-1015.63,-1.95,10.25
393.2,-1011.23,-10.25,3.91
393.3,-1000.98,-6.84,20.02
393.4,-998.54,-14.16,10.25
393.5,-999.51,-6.35,21
393.6,-993.65,-13.67,18.55
393.7,-1003.91,-15.14,5.86
